mapped_name,id,oscn_id,full_name,name
BETHANY POLICE DEPARTMENT,321085,17732684,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,406211,16819974,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,402828,17641005,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,323527,15946403,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,312678,17542075,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,249595,17014814,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,273523,16626014,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,321184,16863332,BETHANY PD,arresting agency
BETHANY POLICE DEPARTMENT,457833,4826786,BETHANY POLICE DEPARTMENT,arresting agency
BETHANY POLICE DEPARTMENT,259600,15858746,BETHANY POLICE DEPT,arresting agency
BURLINGTON NORTHERN AND SANTA FE RAILWAY POLICE DEPARTMENT,335396,13463703,BNSF Railway Police,arresting agency
OTHER,331866,18489736,"BRILL,  TRACY  DON",arresting agency
BURLINGTON NORTHERN AND SANTA FE RAILWAY POLICE DEPARTMENT,409191,17706545,BURLINGTON NORTHERN RAILWAY PD,arresting agency
BURLINGTON NORTHERN AND SANTA FE RAILWAY POLICE DEPARTMENT,314700,17706592,BURLTINGTON NORTHERN RAILWAY PD,arresting agency
BETHANY POLICE DEPARTMENT,333588,295994,Bethany Police Department,arresting agency
BETHANY POLICE DEPARTMENT,350208,13309024,Bethany Police Department,arresting agency
BETHANY POLICE DEPARTMENT,316635,10420788,Bethany Police Department,arresting agency
BURLINGTON NORTHERN AND SANTA FE RAILWAY POLICE DEPARTMENT,394848,17089414,Bnsf Railroad Co,arresting agency
BURLINGTON NORTHERN AND SANTA FE RAILWAY POLICE DEPARTMENT,329182,9503201,Burlington Northern Railway Police,arresting agency
CHOCTAW POLICE DEPARTMENT,317312,17716393,CHOCTATW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,302628,16828651,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,257530,17583272,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,315694,16484052,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,379434,16929803,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,325742,17754211,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,245947,15952197,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,348128,15973595,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,257516,17583078,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,347547,15933956,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,304808,16840210,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,281411,17643187,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,378637,16921669,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,257486,17583185,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,245040,17029546,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,334705,15961210,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,383031,16967477,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,317958,17719976,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,283978,17651095,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,433343,16949863,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,410040,17718746,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,327169,17553712,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,242492,17011291,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,282711,16772992,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,238610,16595046,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,378458,16888239,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,378512,16888657,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,407586,17680940,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,453601,16950571,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,253068,15928787,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,285595,17522888,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,404825,16792564,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,252981,17180714,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,326429,17105214,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,381257,16546105,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,260995,15955970,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,442012,17052558,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,251567,15942227,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,316349,17713425,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,275367,16767268,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,412158,17754450,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,394456,17533450,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,338175,15954965,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,264045,17612659,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,393757,17523684,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,386182,17003881,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,289110,17666662,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,253323,17522213,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,284541,16779003,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,408928,17701185,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,294386,17469396,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,328785,17765746,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,245209,17029148,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,228658,15921966,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,319734,17547470,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,394531,17535185,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,390106,17041687,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,234044,17281871,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,235081,16881256,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,313871,17704052,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,295804,16548927,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,294350,16529351,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,238947,16598139,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,251027,17711518,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,399183,17586008,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,253311,17522955,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,453109,17579475,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,336429,16120652,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,252294,17140541,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,277255,17629205,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,229471,17305347,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,275089,17622294,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,334683,16777071,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,243129,16432760,CHOCTAW PD,arresting agency
CHOCTAW POLICE DEPARTMENT,388936,17469293,CHOCTAW PD,arresting agency
BETHANY POLICE DEPARTMENT,299602,2848405,CITY OF BETHANY,arresting agency
DEL CITY POLICE DEPARTMENT,258599,16557250,CITY OF DEL CITY PD,arresting agency
EDMOND POLICE DEPARTMENT,228731,2844234,CITY OF EDMOND,arresting agency
WARR ACRES POLICE DEPARTMENT,393849,16509709,CITY OF WARR ACRES PD,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,411049,17733539,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,297877,17532686,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,244830,16961686,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,253399,16785011,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,239673,16078757,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,293966,16926119,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,238464,17795692,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,321074,17732375,COMIT TASK FORCE,arresting agency
CENTRAL OKLAHOMA METRO INTERDICTION TEAM,403082,16769340,COMMIT TASK FORCE,arresting agency
CHOCTAW POLICE DEPARTMENT,333572,296031,Choctaw Police Department,arresting agency
DEL CITY POLICE DEPARTMENT,431841,97791,City of Del City,arresting agency
OTHER,428395,2963745,"DASKALAKIS,  JUDY  B",arresting agency
DEL CITY POLICE DEPARTMENT,318260,17721023,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,244026,16465384,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,296943,17531441,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,272130,17282004,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,281407,17643088,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,315756,17709613,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,245104,16903850,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,394335,17531655,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,292252,17672427,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,447412,17575361,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,284004,17521754,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,321885,17286233,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,407659,17682581,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,234007,17281845,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,319793,17726910,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,245001,17028893,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,329501,18156846,DCPD,arresting agency
DEL CITY POLICE DEPARTMENT,413095,18156882,DCPD,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,252549,17043955,DEA,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,299324,16587321,DEA,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,247889,16967500,DEA,arresting agency
DEL CITY POLICE DEPARTMENT,262442,17605223,DEL CIT PD,arresting agency
DEL CITY POLICE DEPARTMENT,285620,17657612,DEL CITY,arresting agency
DEL CITY POLICE DEPARTMENT,228728,2951444,DEL CITY,arresting agency
DEL CITY POLICE DEPARTMENT,252785,17629115,DEL CITY,arresting agency
DEL CITY FIRE DEPARTMENT,299330,16370712,DEL CITY FIRE DEPT,arresting agency
DEL CITY POLICE DEPARTMENT,230152,15919629,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,373648,17305562,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,409402,17707940,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,284833,17652482,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,403658,17652044,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,323444,17743856,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,323449,17743955,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,294853,17226957,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,338289,17568574,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310890,17541485,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,324372,17747720,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,324715,17551563,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,324936,17748472,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,424796,16536489,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,285364,17656170,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,337589,17565375,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,272260,16463539,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,437612,16948796,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,324950,17749235,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310863,17690978,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,409379,17706836,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,250750,17396797,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,253871,17049864,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,326168,17755525,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,373580,16478483,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,293780,16800543,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,411556,17745060,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,285611,17657115,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,314710,17706492,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,425214,16402611,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,381238,16548545,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310828,17690683,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310824,17690665,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,286371,16610338,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,403194,17646370,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,429678,16894101,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,336484,17561554,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,397000,17558350,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,285718,17522938,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,236340,15909859,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,429576,16647791,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,253622,16795988,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,397448,17563076,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,428922,16475675,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310819,17691597,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,402922,17642113,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,456417,16949777,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,275116,17622639,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,326373,17756507,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,334891,15890238,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,412790,17764265,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,247950,16567811,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,451669,17745121,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,292884,16796273,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,428812,16905375,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,373316,16477428,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,237069,16464546,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,425340,16410389,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,437322,16463589,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,292876,16796008,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,402820,17640632,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,286515,17660338,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,334638,17111929,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,337164,17563587,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,272308,17463088,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,397652,17566338,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,247290,16557902,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,251604,17041738,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,326440,17105256,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,402389,16759117,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,233478,16670532,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,275574,17624059,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,402320,17577813,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,402141,17632885,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,327123,17760342,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,292452,16906043,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310419,17689788,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,446366,17012621,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,332722,17558380,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,401829,17627006,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,237591,16985252,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,327848,17762605,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,327850,17762637,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,243981,17463021,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310134,17687509,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,258787,17585575,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,332579,17557811,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,425359,16538596,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,397853,17569858,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,253370,17660882,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,427813,16948847,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,328239,17764887,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,291477,17528380,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,291474,17528327,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,261909,17602149,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,249355,16597556,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,276157,17625856,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,378274,16516034,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,328268,17764969,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,328749,17765948,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,408773,17699955,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,408772,17699683,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,310130,17687471,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,408756,17699154,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,247522,17391068,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,291319,16793747,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,408499,17696424,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,232006,17050355,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,453657,16739989,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,332218,17556848,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,247598,15909784,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,291005,16967060,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,401285,17554336,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,309552,17685741,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,398958,17584312,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,372950,16870237,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,290891,16967084,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,265377,16743749,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,398962,17584871,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,378941,16925418,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,252285,17138858,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,253158,17193108,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,261425,17600205,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,288105,17663951,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,410613,17728065,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,399207,16515997,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,400974,17615456,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,372760,16465846,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,372738,16868681,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,315965,17711083,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,329591,17769686,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,290901,16967405,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,290236,16478370,DEL CITY PD,arresting agency
DEL CITY POLICE DEPARTMENT,426955,16602196,DEL CITY PD,arresting agency
